Run Date: 3/29/2022 10:07:49 AM
CDM Date Stamp: 11/25/2021

Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,ALLEGIANCE,BCBSMT_HEALTHLINK,BCBSMT_POS_CLOSED_NETWORK,BCBSMT_TRADITIONAL,FIRST_CHOICE_HEALTH,PACIFIC_SOURCE,UNITED_HEALTHCARE
356325_1,RANITIDINE (ZANTAC) LIQ 15 MG/ML 5ML,Inpatient,0637,A9270,Non-covered item or service,00121-0727-16,0,3.15,2.68,2.68,19.76,2.99,2.99,3.06,3.15,3.09,3.09,2.99
356325_1,RANITIDINE (ZANTAC) LIQ 15 MG/ML 5ML,Outpatient,0637,A9270,Non-covered item or service,00121-0727-16,0,3.15,2.68,2.68,19.76,2.99,19.76,19.76,19.76,3.09,3.09,2.99
356327_1,DIGIFAB (DIGIBIND) IMMUNE INJ 40 MG VIAL,Inpatient,0636,J1162,Digoxin immune fab (ovine),50633-0120-11,0,3704.20,3148.57,2612.93,3704.20,3518.99,3518.99,3593.07,3704.20,3630.12,3630.12,3518.99
356327_1,DIGIFAB (DIGIBIND) IMMUNE INJ 40 MG VIAL,Outpatient,0636,J1162,Digoxin immune fab (ovine),50633-0120-11,0,3704.20,3148.57,2612.93,3704.20,3518.99,2612.93,2612.93,2612.93,3630.12,3630.12,3518.99
356348_1,OLANZAPINE (ZYPREXA)  2.5 MG TAB,Inpatient,0637,A9270,Non-covered item or service,00002-4112-30,0,24.25,20.61,19.76,24.25,23.04,23.04,23.52,24.25,23.77,23.77,23.04
356348_1,OLANZAPINE (ZYPREXA)  2.5 MG TAB,Outpatient,0637,A9270,Non-covered item or service,00002-4112-30,0,24.25,20.61,19.76,24.25,23.04,19.76,19.76,19.76,23.77,23.77,23.04
356355_1,DESLORATADINE(CLARINEX) TAB  5 MG,Inpatient,0637,A9270,Non-covered item or service,00085-1264-01,0,11.65,9.90,9.90,19.76,11.07,11.07,11.30,11.65,11.42,11.42,11.07
356355_1,DESLORATADINE(CLARINEX) TAB  5 MG,Outpatient,0637,A9270,Non-covered item or service,00085-1264-01,0,11.65,9.90,9.90,19.76,11.07,19.76,19.76,19.76,11.42,11.42,11.07
356356_1,NIACIN (NIASPAN) ER TAB 500 MG,Inpatient,0637,A9270,Non-covered item or service,00904-4342-60,0,1.00,0.85,0.85,19.76,0.95,0.95,0.97,1.00,0.98,0.98,0.95
356356_1,NIACIN (NIASPAN) ER TAB 500 MG,Outpatient,0637,A9270,Non-covered item or service,00904-4342-60,0,1.00,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95
356363_1,MORPHINE INJ SYRINGE 4 MG/ML 1 ML,Inpatient,0636,J2270,Morphine sulfate injection,00409-1891-01,0,50.00,42.50,2.31,50.00,47.50,47.50,48.50,50.00,49.00,49.00,47.50
356363_1,MORPHINE INJ SYRINGE 4 MG/ML 1 ML,Outpatient,0636,J2270,Morphine sulfate injection,00409-1891-01,0,50.00,42.50,2.31,50.00,47.50,2.31,2.31,2.31,49.00,49.00,47.50
356372_1,LOPERAMIDE(IMODIUM) SUSP LIQ : 5 ML,Inpatient,0637,A9270,Non-covered item or service,00904-0036-20,0,3.00,2.55,2.55,19.76,2.85,2.85,2.91,3.00,2.94,2.94,2.85
356372_1,LOPERAMIDE(IMODIUM) SUSP LIQ : 5 ML,Outpatient,0637,A9270,Non-covered item or service,00904-0036-20,0,3.00,2.55,2.55,19.76,2.85,19.76,19.76,19.76,2.94,2.94,2.85
356374_1,GABAPENTIN (NEURONTIN) CAP 400 MG,Inpatient,0637,A9270,Non-covered item or service,50268-0349-11,0,1.00,0.85,0.85,19.76,0.95,0.95,0.97,1.00,0.98,0.98,0.95
356374_1,GABAPENTIN (NEURONTIN) CAP 400 MG,Outpatient,0637,A9270,Non-covered item or service,50268-0349-11,0,1.00,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95
356405_1,ALENDRONATE (FOSAMAX) TAB 70 MG,Inpatient,0637,A9270,Non-covered item or service,16714-0633-01,0,1.45,1.23,1.23,19.76,1.38,1.38,1.41,1.45,1.42,1.42,1.38
356405_1,ALENDRONATE (FOSAMAX) TAB 70 MG,Outpatient,0637,A9270,Non-covered item or service,16714-0633-01,0,1.45,1.23,1.23,19.76,1.38,19.76,19.76,19.76,1.42,1.42,1.38
356463_1,METAXALONE (SKELAXIN) TAB 800 MG,Inpatient,0637,A9270,Non-covered item or service,60793-0136-01,0,14.45,12.28,12.28,19.76,13.73,13.73,14.02,14.45,14.16,14.16,13.73
356463_1,METAXALONE (SKELAXIN) TAB 800 MG,Outpatient,0637,A9270,Non-covered item or service,60793-0136-01,0,14.45,12.28,12.28,19.76,13.73,19.76,19.76,19.76,14.16,14.16,13.73
356501_1,OCULAR PHARMACY USUAL  1 EA,Inpatient,0250,,,,0,78.25,66.51,66.51,78.25,74.34,74.34,75.90,78.25,76.69,76.69,74.34
356501_1,OCULAR PHARMACY USUAL  1 EA,Outpatient,0250,,,,0,78.25,66.51,66.51,78.25,74.34,74.34,75.90,78.25,76.69,76.69,74.34
356804_1,fluoxetine (Prozac) ORAL SOLN 20mg/5mL,Inpatient,0637,A9270,Non-covered item or service,00121-0721-04,0,3.15,2.68,2.68,19.76,2.99,2.99,3.06,3.15,3.09,3.09,2.99
356804_1,fluoxetine (Prozac) ORAL SOLN 20mg/5mL,Outpatient,0637,A9270,Non-covered item or service,00121-0721-04,0,3.15,2.68,2.68,19.76,2.99,19.76,19.76,19.76,3.09,3.09,2.99
356805_1,METOPROLOL TART (LOPRESSOR) TAB 100 MG,Inpatient,0637,A9270,Non-covered item or service,65862-0064-01,0,1.00,0.85,0.85,19.76,0.95,0.95,0.97,1.00,0.98,0.98,0.95
356805_1,METOPROLOL TART (LOPRESSOR) TAB 100 MG,Outpatient,0637,A9270,Non-covered item or service,65862-0064-01,0,1.00,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95
356807_1,GLYCOPYRROLATE INJ 0.2MG/ML 5mL MDV,Inpatient,0636,J3490,Drugs unclassified injection,00143-9585-25,0,57.60,48.96,48.96,57.60,54.72,54.72,55.87,57.60,56.45,56.45,54.72
356807_1,GLYCOPYRROLATE INJ 0.2MG/ML 5mL MDV,Outpatient,0636,J3490,Drugs unclassified injection,00143-9585-25,0,57.60,48.96,48.96,57.60,54.72,54.72,55.87,57.60,56.45,56.45,54.72
356808_1,AZITHROMYCIN (ZITHROMAX) SUSP 100 MG/5ML,Inpatient,0637,A9270,Non-covered item or service,59762-3110-01,0,36.20,30.77,19.76,36.20,34.39,34.39,35.11,36.20,35.48,35.48,34.39
356808_1,AZITHROMYCIN (ZITHROMAX) SUSP 100 MG/5ML,Outpatient,0637,A9270,Non-covered item or service,59762-3110-01,0,36.20,30.77,19.76,36.20,34.39,19.76,19.76,19.76,35.48,35.48,34.39
356809_1,HYALURONIC NA 1% PREF INJ 20 MG/2 ML,Inpatient,0636,J7323,Euflexxa inj per dose,55566-4100-01,0,757.50,643.88,175.04,757.50,719.63,719.63,734.78,757.50,742.35,742.35,719.63
356809_1,HYALURONIC NA 1% PREF INJ 20 MG/2 ML,Outpatient,0636,J7323,Euflexxa inj per dose,55566-4100-01,0,757.50,643.88,175.04,757.50,719.63,175.04,175.04,175.04,742.35,742.35,719.63
356814_1,ALBUTEROL (VENTOLIN) HFA INH 90 MCG,Inpatient,0250,A9270,Non-covered item or service,00173-0682-24,0,68.35,58.10,19.76,68.35,64.93,64.93,66.30,68.35,66.98,66.98,64.93
356814_1,ALBUTEROL (VENTOLIN) HFA INH 90 MCG,Outpatient,0250,A9270,Non-covered item or service,00173-0682-24,0,68.35,58.10,19.76,68.35,64.93,19.76,19.76,19.76,66.98,66.98,64.93
356815_1,OXYTOCIN (PITOCIN) INJ 10 U/ML 1 ML,Inpatient,0636,J2590,Oxytocin injection,63323-0012-17,0,50.00,42.50,1.00,50.00,47.50,47.50,48.50,50.00,49.00,49.00,47.50
356815_1,OXYTOCIN (PITOCIN) INJ 10 U/ML 1 ML,Outpatient,0636,J2590,Oxytocin injection,63323-0012-17,0,50.00,42.50,1.00,50.00,47.50,1.00,1.00,1.00,49.00,49.00,47.50
356816_1,METHYLPRED ACET (DEPO-MEDROL)INJ 40mg/mL,Inpatient,0636,J1030,Methylprednisolone 40 mg inj,00009-3073-22,0,50.00,42.50,4.26,50.00,47.50,47.50,48.50,50.00,49.00,49.00,47.50
356816_1,METHYLPRED ACET (DEPO-MEDROL)INJ 40mg/mL,Outpatient,0636,J1030,Methylprednisolone 40 mg inj,00009-3073-22,0,50.00,42.50,4.26,50.00,47.50,4.26,4.26,4.26,49.00,49.00,47.50
356819_1,SODIUM BICARB 8.4% VIAL SYR 50 ML,Inpatient,0250,,,00409-6637-34,0,50.00,42.50,42.50,50.00,47.50,47.50,48.50,50.00,49.00,49.00,47.50
356819_1,SODIUM BICARB 8.4% VIAL SYR 50 ML,Outpatient,0250,,,00409-6637-34,0,50.00,42.50,42.50,50.00,47.50,47.50,48.50,50.00,49.00,49.00,47.50
356821_1,LEVOTHYROXINE (SYNTHROID) TAB 112 MCG,Inpatient,0637,A9270,Non-covered item or service,00378-1811-77,0,1.30,1.11,1.11,19.76,1.24,1.24,1.26,1.30,1.27,1.27,1.24
356821_1,LEVOTHYROXINE (SYNTHROID) TAB 112 MCG,Outpatient,0637,A9270,Non-covered item or service,00378-1811-77,0,1.30,1.11,1.11,19.76,1.24,19.76,19.76,19.76,1.27,1.27,1.24
356823_1,MULTI-VITAMIN W/MINERAL/NO IRON TAB : 1,Inpatient,0637,A9270,Non-covered item or service,54629-0075-01,0,2.00,1.70,1.70,19.76,1.90,1.90,1.94,2.00,1.96,1.96,1.90
356823_1,MULTI-VITAMIN W/MINERAL/NO IRON TAB : 1,Outpatient,0637,A9270,Non-covered item or service,54629-0075-01,0,2.00,1.70,1.70,19.76,1.90,19.76,19.76,19.76,1.96,1.96,1.90
356826_1,MIDAZOLAM (VERSED) SYRUP DOSE 2 MG/ML,Inpatient,0637,A9270,Non-covered item or service,00054-3566-99,0,3.15,2.68,2.68,19.76,2.99,2.99,3.06,3.15,3.09,3.09,2.99
356826_1,MIDAZOLAM (VERSED) SYRUP DOSE 2 MG/ML,Outpatient,0637,A9270,Non-covered item or service,00054-3566-99,0,3.15,2.68,2.68,19.76,2.99,19.76,19.76,19.76,3.09,3.09,2.99
356828_1,DICYCLOMINE (BENTYL) CAP 10 MG,Inpatient,0637,A9270,Non-covered item or service,00527-0586-01,0,1.00,0.85,0.85,19.76,0.95,0.95,0.97,1.00,0.98,0.98,0.95
356828_1,DICYCLOMINE (BENTYL) CAP 10 MG,Outpatient,0637,A9270,Non-covered item or service,00527-0586-01,0,1.00,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95
356829_1,DEXAMETHASONE INJ 20 mg/5 mL - 5 mL MDV,Inpatient,0636,J1100,Dexamethasone sodium phos,63323-0165-05,20,50.00,42.50,0.19,50.00,47.50,47.50,48.50,50.00,49.00,49.00,47.50
356829_1,DEXAMETHASONE INJ 20 mg/5 mL - 5 mL MDV,Outpatient,0636,J1100,Dexamethasone sodium phos,63323-0165-05,20,50.00,42.50,0.19,50.00,47.50,0.19,0.19,0.19,49.00,49.00,47.50
356831_1,CALCITRIOL (ROCALTROL) CAP  0.25 MCG,Inpatient,0637,A9270,Non-covered item or service,69452-0207-13,0,1.00,0.85,0.85,19.76,0.95,0.95,0.97,1.00,0.98,0.98,0.95
356831_1,CALCITRIOL (ROCALTROL) CAP  0.25 MCG,Outpatient,0637,A9270,Non-covered item or service,69452-0207-13,0,1.00,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95
356833_1,BUDESON/FORM(SYMBICORT)160/4.5  60 INH,Inpatient,0637,A9270,Non-covered item or service,00186-0370-28,0,196.70,167.20,19.76,196.70,186.87,186.87,190.80,196.70,192.77,192.77,186.87
356833_1,BUDESON/FORM(SYMBICORT)160/4.5  60 INH,Outpatient,0637,A9270,Non-covered item or service,00186-0370-28,0,196.70,167.20,19.76,196.70,186.87,19.76,19.76,19.76,192.77,192.77,186.87
356834_1,BUDESONIDE (PULMICORT) INH 180 MCG,Inpatient,0250,A9270,Non-covered item or service,00186-0916-12,0,175.55,149.22,19.76,175.55,166.77,166.77,170.28,175.55,172.04,172.04,166.77
356834_1,BUDESONIDE (PULMICORT) INH 180 MCG,Outpatient,0250,A9270,Non-covered item or service,00186-0916-12,0,175.55,149.22,19.76,175.55,166.77,19.76,19.76,19.76,172.04,172.04,166.77
356840_1,ZOLEDRONIC ACID (RECLAST) 5 MG/100ML INJ,Inpatient,0636,J3489,Zoledronic acid 1mg,67457-0619-10,5,1336.15,1135.73,52.58,1336.15,1269.34,1269.34,1296.07,1336.15,1309.43,1309.43,1269.34
356840_1,ZOLEDRONIC ACID (RECLAST) 5 MG/100ML INJ,Outpatient,0636,J3489,Zoledronic acid 1mg,67457-0619-10,5,1336.15,1135.73,52.58,1336.15,1269.34,52.58,52.58,52.58,1309.43,1309.43,1269.34
356841_1,LEVOTHYROXINE (SYNTHROID) TAB 137 MCG,Inpatient,0637,A9270,Non-covered item or service,00781-5191-92,0,1.00,0.85,0.85,19.76,0.95,0.95,0.97,1.00,0.98,0.98,0.95
356841_1,LEVOTHYROXINE (SYNTHROID) TAB 137 MCG,Outpatient,0637,A9270,Non-covered item or service,00781-5191-92,0,1.00,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95
356842_1,CEFUROXIME (CEFTIN) CAP: 500 MG,Inpatient,0637,A9270,Non-covered item or service,16714-0233-02,0,5.63,4.79,4.79,19.76,5.35,5.35,5.46,5.63,5.52,5.52,5.35
356842_1,CEFUROXIME (CEFTIN) CAP: 500 MG,Outpatient,0637,A9270,Non-covered item or service,16714-0233-02,0,5.63,4.79,4.79,19.76,5.35,19.76,19.76,19.76,5.52,5.52,5.35
356843_1,LEVETIRACETAM (KEPPRA) TAB 250 MG,Inpatient,0637,A9270,Non-covered item or service,16714-0354-02,0,1.00,0.85,0.85,19.76,0.95,0.95,0.97,1.00,0.98,0.98,0.95
356843_1,LEVETIRACETAM (KEPPRA) TAB 250 MG,Outpatient,0637,A9270,Non-covered item or service,16714-0354-02,0,1.00,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95
356846_1,HYPER-SAL 7% SOD CHL INH 4 ML,Inpatient,0250,A4216,"Sterile water/saline, 10 ml",00487-9007-60,0,1.00,0.85,0.64,1.00,0.95,0.95,0.97,1.00,0.98,0.98,0.95
356846_1,HYPER-SAL 7% SOD CHL INH 4 ML,Outpatient,0250,A4216,"Sterile water/saline, 10 ml",00487-9007-60,0,1.00,0.85,0.64,1.00,0.95,0.64,0.64,0.64,0.98,0.98,0.95
356848_1,MOMETASONE (ELOCON) 0.1% CREAM 15 G,Inpatient,0637,A9270,Non-covered item or service,68462-0225-17,0,17.20,14.62,14.62,19.76,16.34,16.34,16.68,17.20,16.86,16.86,16.34
356848_1,MOMETASONE (ELOCON) 0.1% CREAM 15 G,Outpatient,0637,A9270,Non-covered item or service,68462-0225-17,0,17.20,14.62,14.62,19.76,16.34,19.76,19.76,19.76,16.86,16.86,16.34
356850_1,NF-IBANDRONATE SODIUM(BONIVA)TAB:150 MG,Inpatient,0637,A9270,Non-covered item or service,00004-0186-82,0,279.00,237.15,19.76,279.00,265.05,265.05,270.63,279.00,273.42,273.42,265.05
356850_1,NF-IBANDRONATE SODIUM(BONIVA)TAB:150 MG,Outpatient,0637,A9270,Non-covered item or service,00004-0186-82,0,279.00,237.15,19.76,279.00,265.05,19.76,19.76,19.76,273.42,273.42,265.05
356852_1,DICLOFENAC(VOLTAREN)1% TOP GEL 100G/2G,Inpatient,0637,A9270,Non-covered item or service,21922-0009-09,0,60.75,51.64,19.76,60.75,57.71,57.71,58.93,60.75,59.54,59.54,57.71
356852_1,DICLOFENAC(VOLTAREN)1% TOP GEL 100G/2G,Outpatient,0637,A9270,Non-covered item or service,21922-0009-09,0,60.75,51.64,19.76,60.75,57.71,19.76,19.76,19.76,59.54,59.54,57.71
356853_1,LUTEIN TABLET 10 MG,Inpatient,0637,A9270,Non-covered item or service,54629-0080-36,0,1.00,0.85,0.85,19.76,0.95,0.95,0.97,1.00,0.98,0.98,0.95
356853_1,LUTEIN TABLET 10 MG,Outpatient,0637,A9270,Non-covered item or service,54629-0080-36,0,1.00,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95
356854_1,HECTORAL (VITAMIN D) CAP 0.5 MG,Inpatient,0637,A9270,Non-covered item or service,58468-0120-01,0,15.30,13.01,13.01,19.76,14.54,14.54,14.84,15.30,14.99,14.99,14.54
356854_1,HECTORAL (VITAMIN D) CAP 0.5 MG,Outpatient,0637,A9270,Non-covered item or service,58468-0120-01,0,15.30,13.01,13.01,19.76,14.54,19.76,19.76,19.76,14.99,14.99,14.54
356856_1,CUROSURF (PORACTANT) 80 MG/ML  3ML,Inpatient,0250,,,10122-0510-03,0,3939.20,3348.32,3348.32,3939.20,3742.24,3742.24,3821.02,3939.20,3860.42,3860.42,3742.24
356856_1,CUROSURF (PORACTANT) 80 MG/ML  3ML,Outpatient,0250,,,10122-0510-03,0,3939.20,3348.32,3348.32,3939.20,3742.24,3742.24,3821.02,3939.20,3860.42,3860.42,3742.24
356858_1,REFRESH PF EYE SOLUTION  0.4 ML,Inpatient,0637,A9270,Non-covered item or service,00023-0506-01,0,1.00,0.85,0.85,19.76,0.95,0.95,0.97,1.00,0.98,0.98,0.95
356858_1,REFRESH PF EYE SOLUTION  0.4 ML,Outpatient,0637,A9270,Non-covered item or service,00023-0506-01,0,1.00,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95
356859_1,MIOCHOL-E (ACETYLCH) EYE 0.01% 1.5 ML,Inpatient,0637,A9270,Non-covered item or service,24208-0539-20,0,191.30,162.61,19.76,191.30,181.74,181.74,185.56,191.30,187.47,187.47,181.74
356859_1,MIOCHOL-E (ACETYLCH) EYE 0.01% 1.5 ML,Outpatient,0637,A9270,Non-covered item or service,24208-0539-20,0,191.30,162.61,19.76,191.30,181.74,19.76,19.76,19.76,187.47,187.47,181.74
356861_1,PHENYLEPHRINE (MYDFRIN) 10% OPTH 5 ML,Inpatient,0637,A9270,Non-covered item or service,61314-0342-01,0,134.50,114.33,19.76,134.50,127.78,127.78,130.47,134.50,131.81,131.81,127.78
356861_1,PHENYLEPHRINE (MYDFRIN) 10% OPTH 5 ML,Outpatient,0637,A9270,Non-covered item or service,61314-0342-01,0,134.50,114.33,19.76,134.50,127.78,19.76,19.76,19.76,131.81,131.81,127.78
356862_1,NEVANAC (NEPAFENAC) 0.1% OPTH 3 ML,Inpatient,0637,A9270,Non-covered item or service,00065-0002-03,0,51.55,43.82,19.76,51.55,48.97,48.97,50.00,51.55,50.52,50.52,48.97
356862_1,NEVANAC (NEPAFENAC) 0.1% OPTH 3 ML,Outpatient,0637,A9270,Non-covered item or service,00065-0002-03,0,51.55,43.82,19.76,51.55,48.97,19.76,19.76,19.76,50.52,50.52,48.97
356863_1,TROPICAMIDE OPHTH SOL 1% 15 ML,Inpatient,0637,A9270,Non-covered item or service,17478-0102-12,0,21.95,18.66,18.66,21.95,20.85,20.85,21.29,21.95,21.51,21.51,20.85
356863_1,TROPICAMIDE OPHTH SOL 1% 15 ML,Outpatient,0637,A9270,Non-covered item or service,17478-0102-12,0,21.95,18.66,18.66,21.95,20.85,19.76,19.76,19.76,21.51,21.51,20.85
356866_1,CHLORPHENIRAMI (CERON) ORAL DROPS  1 ML,Inpatient,0637,A9270,Non-covered item or service,00485-0094-02,0,1.00,0.85,0.85,19.76,0.95,0.95,0.97,1.00,0.98,0.98,0.95
356866_1,CHLORPHENIRAMI (CERON) ORAL DROPS  1 ML,Outpatient,0637,A9270,Non-covered item or service,00485-0094-02,0,1.00,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95
356868_1,TRIAMCINOLONE (KENALOG) 0.5%CREAM 15 G,Inpatient,0637,A9270,Non-covered item or service,45802-0065-35,0,20.10,17.09,17.09,20.10,19.10,19.10,19.50,20.10,19.70,19.70,19.10
356868_1,TRIAMCINOLONE (KENALOG) 0.5%CREAM 15 G,Outpatient,0637,A9270,Non-covered item or service,45802-0065-35,0,20.10,17.09,17.09,20.10,19.10,19.76,19.76,19.76,19.70,19.70,19.10
356870_1,MOXIFLOXICIN (VIGAMOX) OPTH DOSE 1 ML,Inpatient,0637,A9270,Non-covered item or service,00065-4013-03,3,167.70,142.55,19.76,167.70,159.32,159.32,162.67,167.70,164.35,164.35,159.32
356870_1,MOXIFLOXICIN (VIGAMOX) OPTH DOSE 1 ML,Outpatient,0637,A9270,Non-covered item or service,00065-4013-03,3,167.70,142.55,19.76,167.70,159.32,19.76,19.76,19.76,164.35,164.35,159.32
356871_1,DUOVISC DEVICE INJ SYR 0.55 ML,Inpatient,0636,J3490,Drugs unclassified injection,08065-1831-50,0,527.55,448.42,448.42,527.55,501.17,501.17,511.72,527.55,517.00,517.00,501.17
356871_1,DUOVISC DEVICE INJ SYR 0.55 ML,Outpatient,0636,J3490,Drugs unclassified injection,08065-1831-50,0,527.55,448.42,448.42,527.55,501.17,501.17,511.72,527.55,517.00,517.00,501.17
356874_1,NEOMY POLY B DEXAMET OPTH OINT 3.5 GM,Inpatient,0637,A9270,Non-covered item or service,61314-0631-36,0,28.65,24.35,19.76,28.65,27.22,27.22,27.79,28.65,28.08,28.08,27.22
356874_1,NEOMY POLY B DEXAMET OPTH OINT 3.5 GM,Outpatient,0637,A9270,Non-covered item or service,61314-0631-36,0,28.65,24.35,19.76,28.65,27.22,19.76,19.76,19.76,28.08,28.08,27.22
356875_1,TRIAMCIN ACET(TRIESENCE) INJ 40 MG/ML,Inpatient,0636,J3300,Triamcinolone a inj prs-free,00065-0543-01,40,855.25,726.96,4.76,855.25,812.49,812.49,829.59,855.25,838.15,838.15,812.49
356875_1,TRIAMCIN ACET(TRIESENCE) INJ 40 MG/ML,Outpatient,0636,J3300,Triamcinolone a inj prs-free,00065-0543-01,40,855.25,726.96,4.76,855.25,812.49,4.76,4.76,4.76,838.15,838.15,812.49
356876_1,LIDOCAINE 1% MPF INJ SDV 30 ML,Inpatient,0636,J2001,Lidocaine injection,63323-0492-37,30,50.00,42.50,0.02,50.00,47.50,47.50,48.50,50.00,49.00,49.00,47.50
356876_1,LIDOCAINE 1% MPF INJ SDV 30 ML,Outpatient,0636,J2001,Lidocaine injection,63323-0492-37,30,50.00,42.50,0.02,50.00,47.50,0.02,0.02,0.02,49.00,49.00,47.50
356879_1,TRIMETH/POLY B (POLYTRIM) OPTH SOL 10 ML,Inpatient,0637,A9270,Non-covered item or service,61314-0628-10,0,21.85,18.57,18.57,21.85,20.76,20.76,21.19,21.85,21.41,21.41,20.76
356879_1,TRIMETH/POLY B (POLYTRIM) OPTH SOL 10 ML,Outpatient,0637,A9270,Non-covered item or service,61314-0628-10,0,21.85,18.57,18.57,21.85,20.76,19.76,19.76,19.76,21.41,21.41,20.76
356881_1,BUPROPION SR (WELLBUTRIN) TAB 150 MG,Inpatient,0637,A9270,Non-covered item or service,43547-0289-10,0,1.00,0.85,0.85,19.76,0.95,0.95,0.97,1.00,0.98,0.98,0.95
356881_1,BUPROPION SR (WELLBUTRIN) TAB 150 MG,Outpatient,0637,A9270,Non-covered item or service,43547-0289-10,0,1.00,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95
357000_1,ampicillin/NS IVPB : 1gm/50mL,Inpatient,0258,,,99999-9999-99,0,50.00,42.50,42.50,50.00,47.50,47.50,48.50,50.00,49.00,49.00,47.50
357000_1,ampicillin/NS IVPB : 1gm/50mL,Outpatient,0258,,,99999-9999-99,0,50.00,42.50,42.50,50.00,47.50,47.50,48.50,50.00,49.00,49.00,47.50
357001_1,ampicillin/NS IVPB : 2gm/100mL,Inpatient,0258,,,99999-9999-99,0,50.00,42.50,42.50,50.00,47.50,47.50,48.50,50.00,49.00,49.00,47.50
357001_1,ampicillin/NS IVPB : 2gm/100mL,Outpatient,0258,,,99999-9999-99,0,50.00,42.50,42.50,50.00,47.50,47.50,48.50,50.00,49.00,49.00,47.50
357002_1,AZITHROMYCIN/NS IVPB : 500mg/250mL,Inpatient,0636,J0456,Azithromycin,99999-9999-99,0,50.00,42.50,3.74,50.00,47.50,47.50,48.50,50.00,49.00,49.00,47.50
357002_1,AZITHROMYCIN/NS IVPB : 500mg/250mL,Outpatient,0636,J0456,Azithromycin,99999-9999-99,0,50.00,42.50,3.74,50.00,47.50,3.74,3.74,3.74,49.00,49.00,47.50
357003_1,ceFAZolin (Ancef)/NS IVPB : 2gm/100mL,Inpatient,0258,,,99999-9999-99,0,50.00,42.50,42.50,50.00,47.50,47.50,48.50,50.00,49.00,49.00,47.50
357003_1,ceFAZolin (Ancef)/NS IVPB : 2gm/100mL,Outpatient,0258,,,99999-9999-99,0,50.00,42.50,42.50,50.00,47.50,47.50,48.50,50.00,49.00,49.00,47.50
357004_1,ceFAZolin (Ancef)/NS IVPB : 1gm/50mL,Inpatient,0258,,,99999-9999-99,0,50.00,42.50,42.50,50.00,47.50,47.50,48.50,50.00,49.00,49.00,47.50
357004_1,ceFAZolin (Ancef)/NS IVPB : 1gm/50mL,Outpatient,0258,,,99999-9999-99,0,50.00,42.50,42.50,50.00,47.50,47.50,48.50,50.00,49.00,49.00,47.50
357005_1,CefOXitin (Mefoxin)/NS IVPB : 1gm/50mL,Inpatient,0258,,,99999-9999-99,0,50.00,42.50,42.50,50.00,47.50,47.50,48.50,50.00,49.00,49.00,47.50
357005_1,CefOXitin (Mefoxin)/NS IVPB : 1gm/50mL,Outpatient,0258,,,99999-9999-99,0,50.00,42.50,42.50,50.00,47.50,47.50,48.50,50.00,49.00,49.00,47.50
357006_1,CefTAZidime (Tazicef)/NS IVPB : 1gm/50mL,Inpatient,0636,J0713,Inj ceftazidime per 500 mg,25021-0127-20,2,50.00,42.50,2.63,50.00,47.50,47.50,48.50,50.00,49.00,49.00,47.50
357006_1,CefTAZidime (Tazicef)/NS IVPB : 1gm/50mL,Outpatient,0636,J0713,Inj ceftazidime per 500 mg,25021-0127-20,2,50.00,42.50,2.63,50.00,47.50,2.63,2.63,2.63,49.00,49.00,47.50
357007_1,CefTAZidime(Tazicef)/NS IVPB : 2gm/100mL,Inpatient,0258,,,99999-9999-99,4,50.00,42.50,42.50,50.00,47.50,47.50,48.50,50.00,49.00,49.00,47.50
357007_1,CefTAZidime(Tazicef)/NS IVPB : 2gm/100mL,Outpatient,0258,,,99999-9999-99,4,50.00,42.50,42.50,50.00,47.50,47.50,48.50,50.00,49.00,49.00,47.50
357008_1,CefTRIAXone/NS IVPB : 2gm/100mL,Inpatient,0636,J0696,Ceftriaxone sodium injection,00409-7332-01,8,50.00,42.50,0.86,50.00,47.50,47.50,48.50,50.00,49.00,49.00,47.50
357008_1,CefTRIAXone/NS IVPB : 2gm/100mL,Outpatient,0636,J0696,Ceftriaxone sodium injection,00409-7332-01,8,50.00,42.50,0.86,50.00,47.50,0.86,0.86,0.86,49.00,49.00,47.50
357009_1,CefTRIAXone/NS IVPB: 1gm/100mL,Inpatient,0636,J0696,Ceftriaxone sodium injection,00409-7332-01,4,50.00,42.50,0.86,50.00,47.50,47.50,48.50,50.00,49.00,49.00,47.50
